names,P_46,P_45,P_44,P_42,P_38,P_37,P_35,P_33,P_32,P_30,P_29,P_28,P_27,P_26,P_25,P_23,P_22,P_21,P_20,P_19,P_18,P_17,P_16,P_15,P_9,P_8,P_6,P_5,P_4,P_2,P_1,NOP_31,NOP_30,NOP_29,NOP_28,NOP_27,NOP_24,NOP_23,NOP_22,NOP_21,NOP_20,NOP_19,NOP_18,NOP_17,NOP_15,NOP_14,NOP_13,NOP_12,NOP_11,NOP_10,NOP_8,NOP_7,NOP_6,NOP_2,NOP_1
Anaerotruncus_colihominis,0,0.00536,0,0,0.00959,0,0.08224,0,0,0,0,0,0,0.05052,0.02192,0,0.00621,0,0,0,0,0.02196,0.00222,0.01239,0,0,0.08502,0,0,0.00602,0,0,0,0.02327,0.00081,0,0,0,0,0,0,0.07179,0,0,0,0,0,0.0067,0,0.02009,0.05407,0.06698,0.87636,0.07778,0.00517
Faecalibacterium_prausnitzii,2.27607,9.51905,0.68715,0.39238,7.40413,6.84706,1.53786,0,1.52852,15.53924,0,7.62871,0.0111,4.01057,14.10932,7.29258,6.7075,0.00175,3.6327,4.34167,17.17399,14.46872,2.00832,0.58232,20.81306,3.5269,5.72308,0.08982,18.05122,6.68838,0.01635,15.58585,13.75765,6.88194,2.87321,4.8168,5.23009,0.21753,0.07604,0.10688,2.69655,1.12843,6.39758,5.18324,0.07092,0.59427,7.37276,1.81925,0.10817,12.41467,9.83447,0,1.81007,4.93146,16.67507
Flavonifractor_plautii,0.13773,0.12807,0.0015,0.03891,0.26421,0.09481,0.07712,0,0.15094,0.16907,0.00593,0.02192,1.48718,0.09549,0.29774,0.03336,0.05443,0.05203,0.60893,0.02321,0.3014,0.32053,0.02794,0.72003,0.01569,0.00709,1.13202,0,0.07653,0.00088,0.04932,0.183,0.11541,0.56291,0.01439,0.00104,0.03712,0.05246,0,0,12.46251,0.03176,0.00024,0.00737,0,0.29932,0.03803,0.0785,0.00144,0.01948,1.77196,0.34115,0.18038,0.38194,0.26899
Gemmiger_formicilis,6.65329,0.59191,0.06047,0.28991,0.15,0.10799,0.40089,0,0.03801,0,0,0,0,0.46382,0.21435,0.78037,0.85842,0,0,0.79517,0.09583,1.15037,0.08796,0.53444,0.45396,0.47855,0,0.02386,0.91481,0.00064,0.00102,0.67597,0.37286,0,0.65222,0,1.8108,0.03621,0.08195,0.07714,0,0.08303,0.95295,0.02231,0.42417,0,0.09282,0.08163,0.01855,0.22613,0.55466,0,0.01395,0.1531,1.36719
Gemmiger_sp_An120,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmiger_sp_An194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-05,0,0,0
Harryflintia_acetispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178,0,0,0,0,0,0.01439,0,0,0,0,0,0,0,0,0,0,0,0,0.00631,0.00432,0,0,0,0,0,0,0.01542,0,0,0,0.0643,0
Pseudoflavonifractor_sp_An184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01535,0,0,0
Clostridium_leptum,0.24734,0.13961,0,0,0.13662,0.95619,0.49412,0,0.00733,0.21782,0,0.02573,0,0,0.40368,0.01167,0.00424,0,0,0.77091,0,0,0.51534,0.03454,0.0862,0.11958,0.0264,0,0.25755,0.08088,0,0,0.08689,0,0.02382,0,0.3708,0,0,0,0,0.48803,0.00158,0.00185,0.03047,0,0.09841,0.00071,0.0562,0.05443,0,0,0,0.20508,0.00065
Clostridium_methylpentosum,0,0,0,0,0,0,0.00297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01116,0
Eubacterium_siraeum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116,0.41415,0,0,0,0,0,0,0,0,0,0,0,0.14303,0.19943,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcaceae_bacterium_D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0
Ruminococcus_bicirculans,0,0,0,0,0,0,0,0,0,0,0,0.02712,0,0.06913,0.01349,0,0,0,0,0,0.46315,0,0,0,0,0,0,0,0.05182,0.02717,0,0,0,0,0.04303,0,0,0,0,0,0,0.38273,0.04779,2.67593,0,0,0,0,0,0.04945,0,0.05577,0,0.95079,0.19817
Ruminococcus_bromii,0,0,0,0,0.00574,0,0.58107,0,0,1.57143,0,8.50457,0,0,4.97762,0.08857,27.21164,15.86375,0,8.84302,7.1132,0,0.80089,1.59069,2.9974,4.99972,3.6033,0.00074,0.66686,0.48989,11.73046,13.21436,1.37463,0,0,0,0,0,0,0,0,7.30723,7.45038,0,0,0,0,0,0,3.76309,0.01301,2.3211,0,0.53382,3.89161
Ruminococcus_callidus,0.02715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00846,0,0,0,0,0,0,0,0.00313,0,0,0,0.24493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_lactaris,0,0,0,0.10485,0,0,0,0,0,0.20509,0,0,0,0.87717,0,0,0,0,0.15256,0,0,0.00087,0.11526,0,0.09739,0,1.06901,0.20694,1.59407,0,0,0,0,0,0.00552,0,0,0.00253,0,0,0,0,0,0,0,0,0.03788,0,0,0.02504,0.01514,0.1984,0,0,0
Ruminococcus_sp_CAG_403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_sp_CAG_488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51122,0
Ruthenibacterium_lactatiformans,2.51137,0.19616,8.00E-05,0,1.6826,0.6028,0.91441,0,0.00583,0.16748,0,0.08163,0,0.20978,0.18299,0.2126,0.0655,0.00856,0.02173,0.30701,0.20763,0.6431,0.46637,1.26275,0.10822,0.20383,2.51568,0,0.15491,0.50131,0.04163,0.00439,0.29069,0.05957,0.04526,0,2.26443,0.05214,0,0,1.43275,0.51712,0.10657,0.00176,0.2345,0.32295,0.07341,0.62628,0.09555,0.39324,1.5952,1.31211,0.10445,2.34748,0.05172
Absiella_dolichum,0,0.30413,0,0,0,0,0,0,0,0,0.448,0,0,0,0,0.00125,0,0,0,0.00561,0,0,0,0,0.00175,0.08619,0.00367,0,0,0,0,0,0,0,0,0,0,0,0.00617,0.00195,0,0,0,0,0,0,0,0.01028,0,0,0,0,0,0,0
Bulleidia_extructa,0,0,0,0,0,0,0,0,0,0,0,0.00531,0,0,0,0,0.00224,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Stoquefichus_sp_KLE1796,0.0057,0,0,0,0,0,0,0,0,0,0,0.07403,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0.22587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catenibacterium_mitsuokai,0,0,0,0,0,1.14912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31057,0,0,0,0.18501,0.17241,0,0,0,0,0,0,0.17652,0,0,0,0,0,0,0,0
Coprobacillus_cateniformis,0,0,0,0,0.00285,0,0,0,0,0,0.00347,0.02301,0,0,0,0,0,0.00059,0.00023,0,0.03712,0.01683,0,0.14503,0,0,0.33203,0,0.31392,0,0,0,0,0,0,0,0.01926,0,0,0,0,2.72647,0,0.01827,0,0,0,0.05341,0,0,0,0,0.0032,0,0.01647
Dielma_fastidiosa,0,0.0053,0,0,0,0,0,0,0,0.00036,0,0,0,0.00261,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0,0.01358,0,0,0,0,0,0,0,0,0,0,0.03441,0,0,0,0,0,0,0,0,0,0,0,0,0.0898,0
Clostridium_innocuum,0.35589,0.21172,0,0.12422,0.09573,0.13721,0.34583,0.63237,0.12871,0.06713,0.00556,0.12288,12.89138,0.12862,0.00478,0,0.02518,0.53906,0.17319,0.00778,0.02562,0.01112,0.03637,0.09828,0.0359,0.01693,2.86358,0.03202,0.00162,0.01283,1.65408,0.05449,0.02035,0.21969,0,0.49781,0.12628,0.07819,0.00297,0.00062,0.12646,0.02932,0.00793,0.00919,0.04598,0.6956,0.02638,0.02943,0.12473,0.04075,0.01156,0.2166,0.97975,0.03583,0.02639
Clostridium_spiroforme,0,0.07804,0,0,0,0.02428,0.07167,0,0,0,0,0,0,0,0,0,0,0.02736,0.05441,0,0.0238,0,0,0,0,0.00063,0,0,0,0,0,0,0.01726,0.01927,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.0013,0.01491,0,0,0
Erysipelatoclostridium_ramosum,0.00517,0.17485,0,0.49793,0.68358,0,0.09309,0.84054,0.00074,0,0.0063,0.01715,0.4463,0.01148,0,0,0,0.27734,0.27165,0.00654,0,0.0576,0.00647,0.02612,0,0.16902,0.04773,0,0,0,0.01183,0.00721,0,0.43353,0,0.73395,0.0685,0,0,0,0.11055,0,0,0,0,0.682,0,0.01666,0.00154,0,0.02067,0.08838,0,0.00873,0.51225
Erysipelothrix_larvae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0,0,0,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalicoccus_pleomorphus,0,0,0,0,0,0,0.10327,0,0,0,0,0,0,0.05461,0,0,0,0,0,0,0,0,0,0,0.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalitalea_cylindroides,0,0,0,0,0,0,0.14787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holdemanella_biformis,0,0,0.18414,0,0,0.50462,0,0,0,0,0,0,0,0,0,0.01369,0,0,0,0,0,0.01068,0,0,0,0,0,0,5.35372,0,0,0,0,0,0.64053,0,7.94741,1.47543,0,0,0,0.21,0,0.00229,0,0,0.68097,0,0,1.20634,0,0,4.80368,0.39456,0
Holdemania_filiformis,0,0.00103,0,0,0,0,0.02103,0,0.00236,0.03412,0,0.03402,0,0.01533,0.00536,0.00114,0.01113,0,0,0.09353,0,0,0.01137,0.008,0.00162,0.01246,0.10993,0,0.10173,0.23899,0,0,0.09867,0,0.00291,0,0.09277,0,0,0,0,0.00618,0.00666,0,0.00169,0,0,0.0516,0,0.02339,0,0,0.03735,0,0
Massiliomicrobiota_timonensis,0,0,0,0,0,0,0.00358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02936,0,0,0
Solobacterium_moorei,0.00106,0.02278,0,0.00447,0.00382,0.00692,0,0.01622,0.03217,0,0.00383,0.01048,0,0,0,0.01612,0.02021,0.00125,0,0.00078,0,0,0.00202,0,0.01384,0.00461,0.00421,0.00621,0.00285,0,0.0166,0.00423,0.00671,0.00272,0,0.00282,0.00126,0.00411,0,0,0,0,0,0,0,0,0,0,0.02901,0,0.00282,0,0.00358,0,0.01079
Turicibacter_sanguinis,0,0.01636,0,0.0047,0,0.02309,0.04191,0,0,0.00076,0.12505,0.02298,0,0,0,0.06346,0,0,0,0.00345,0.28058,0,0,0,0.01576,0.19645,0,0,0,0,0,0,0,0,0,0.3039,0.03253,0,0,0,0.00639,0.05515,0.00506,0,0,0,0,0,0.00095,0.07634,0,0,0,0,0.0003
Firmicutes_bacterium_CAG_110,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0.03408,0,0,0,0.05198,0.00293,0,0,0,0,0.21604,0,0,0,0,0,0,0.11337,0.00463,0,0,0,0,0,0,0.16618,0,0,0,0,0
Firmicutes_bacterium_CAG_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes_bacterium_CAG_170,0,0,0,0,0,0,0,0,0,0,0,0.00602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05233,1.24839,0,0,0,0,0.05819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01124,0,0,0,0,0
Firmicutes_bacterium_CAG_646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0.08519,0,0,0,0,0,0,0,0,0,0,0.03501,0,0,0.12838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes_bacterium_CAG_83,0.03294,0.18635,0.01283,0,0.22828,0.5183,1.48995,0,0.01331,0.04535,0,0.26571,0,0.70505,0.08127,0.04275,0.04208,0,0,0.06422,0.2205,0.71161,0.00371,0.42957,0.01827,0.07832,0,0,0.05869,0,0,0.12653,0.25433,0,0.03907,0,0.04189,0,0,0,0,0.0118,0.04968,0.06172,0.07987,0,0.07979,0,0.00424,0.08344,0.35217,0,0,2.11109,0.03314
Firmicutes_bacterium_CAG_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes_bacterium_CAG_95,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01462,0.01535,0,0,0,0,0.59384,0,0,0,0,0,0,0.02527,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidaminococcus_intestini,0,0,0,0,0,0,0,0,1.32873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phascolarctobacterium_faecium,0.01011,0.00182,0.02572,0,0.00225,0.22839,0,0,0.03722,0.16226,0,0.07989,19.00222,0.01664,0.76745,0,0.36925,0,0.01655,0.00244,0.52111,0,0,0.39803,0.01039,0,0.09839,0.05979,0.00612,0,0.01441,0,0.00987,0.00146,0,0,0.02287,0.01692,0,0,0.76553,0.3416,0,0.49026,0,0,0,0.12269,0.00715,0.01311,0.05716,0.0232,0,0.24639,0
Phascolarctobacterium_sp_CAG_266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phascolarctobacterium_succinatutens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10606,0,0,0,0,1.11661,0,0,0,0,0,0,0,0.03376,0,0.01705,0,0.39838,0,0,0,0,0,0,0,0.00783
Megamonas_funiformis,4.46746,0,1.96486,0,0,3.53069,0,0,3.74993,0,0,0,0,0.04275,0,3.37393,1.51837,0,0,0,0,0.00061,0,0.18684,0.01023,0,0,0,1.45839,0,0.00434,0,0.0006,0.70615,0.0004,1.81204,0.25605,0,4.01098,3.02769,0,0,0,0,0,0,0,1.84633,0,0.25938,0,0,0,1.12799,0.37432
Megamonas_funiformis_CAG_377,0,0,0,0,0,0,0.03421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megamonas_hypermegale,1.19458,0,0.44133,0,0,1.26685,0.00155,0,0.2932,0,0,0,0,0.04023,0,0.5976,0.65768,0,0,0,0,0,0,0.02387,0,0,0,0,0.20289,0.00226,0,0,0,0.18105,0,1.66133,0.02316,0,1.10913,0.27093,0,0,0,0,0,0,0,0.15115,0,0.14682,0,0,0,0.24852,0.13866
Mitsuokella_multacida,0,0,0,0.04496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23571,0,0,0,0,0,0,0,0.0086,0,0,0,0,0
Allisonella_histaminiformans,0,0,0,0,0,0,0,0,0.00152,0.04374,0,0,0,0.00142,0,0.01426,0.18265,0,0,0,0,0.08007,0,0,0,0.02015,0.0012,0.03407,0.04191,0,0,0,0.0043,0,0.00173,0,0,0,0,0,0,0,0.00022,0,0,0,0.30633,0,0,0.00506,0,0,0,0.00329,0
Anaeroglobus_geminatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialister_invisus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03341,0,0,0,0,0,0,0,0,0,0,0,0.10075,0,0,0,0,0,0,0,0,0,0,0
Dialister_pneumosintes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0.28065,0,0,0,0
Dialister_sp_CAG_357,0,0.17163,0.62749,0,0.52712,10.61685,2.2194,0,5.52259,0,0,0,0,0,0,3.04198,0,2.24422,0,0,0,13.93778,0.1945,0,0,23.41177,0.63488,0,0.00945,0,0,0,5.09353,0,0,0.06886,0.12468,0,0.02667,0.05149,0,0,0,0,0,0,0,0,0,19.29738,0,4.16084,0,0,0
Dialister_succinatiphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01496,0,0,0,0,0,0,5.36513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megasphaera_cerevisiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04897,0,0,0
Megasphaera_elsdenii,0,0,0,0,0,0.1332,0.03012,0,0.12356,0,0,0,0,0,0,0.03885,0,0,0,0.02381,0,0,0.00761,0,0.00418,0.41887,0.05115,0,0,0,0,0,0.12318,0,0,0,0.03096,0,0,0,0,0,0.00851,0,0.0304,0,0.1491,0,0,0,0,0,0,0,0
Megasphaera_micronuciformis,0,0,0,0.05401,0,0,0,0.01037,0,0,0,0,0,0,0,0,0,4.83796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0
Veillonellaceae_bacterium_DNF00626,0.00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_atypica,0,0,0.00897,0.40841,0,0,0,1.0392,0.00998,0,0.06115,0.00939,0,0,0.00274,0.08604,0,0,0,0,0.05064,0,0,0,0,0.01487,0.00896,0.00121,0,0.02698,0.00123,0.11655,0,0.07776,0,0,0.01761,0.0248,0,0,0,0,0,0,0,0.00544,0,0,0,0,0,0.00357,0,0.00045,0.01971
Veillonella_denticariosi,0,0.03005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00493,0,0,0,0,0,0.00223,0,0,0,0,0,0,0,0,0.00263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06308,0,0,0,0
Veillonella_dispar,0,0,0,0,0,0,0,0,0.01962,0,0.02734,0.0032,0,0,0,0.02202,0,0,0,0,0.02456,0,0,0.01017,0,0,0.00829,0,0,0.0093,0,0.00497,0,0.00458,0,0.10228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02168,0,0,0.00332,0
Veillonella_infantium,0,0,0.00175,0.00796,0,0,0,0.00103,0.0056,0,0.00576,0,0,0,0,0.00259,0.00423,0,0,0,0.00235,0,0,0,0,0,0,0,0,0.00427,0,0.00176,0,0,0,0.03811,0,0.00195,0,0,0,0,0,0,0,0,0.0005,0,0,0,0.00839,0,0,0,0
Veillonella_montpellierensis,0,0,0,0.00349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_parvula,0,0.1279,0.05601,0.03368,0,0.01223,0,2.35978,0.01454,0,0.0311,0,0.32545,0,0.10528,0.22125,0.023,0.66966,0.01595,0.00833,0.0697,0,0,0,0,0.01382,0.14429,0,0,0.0761,0.00504,0.14045,0,0.26313,0,0.05752,0.11465,0.05557,0,0,0.06712,0,0,0,0,0.0803,0.01107,0.00652,0,0.01556,0.13084,0,0,0.09097,0.03881
Veillonella_rodentium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299,0,0,0,0
Veillonella_rogosae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464,0,0,0,0,0,0,0,0,0,0,0,0,0.00838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_sp_CAG_933,0,0,0,0.10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_sp_T11011_6,0,0,0,0.0033,0,0,0,0,0.0015,0,0.02058,0,0,0,0,0.02226,0.00051,0,0,0,0.00997,0,0,0,0,0.00036,0.00051,0,0,0.00823,0,0.00724,0,0,0,0.06777,0,0.00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0.00072
Veillonella_tobetsuensis,0,0,0,0,0,0,0,0,0,0,0.01449,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0.00108,0,0,0,0.00283,0,0.0078,0,0.00889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerococcus_vaginalis,0.00485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0,0,0,0
Finegoldia_magna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795,0,0,0,0
Parvimonas_micra,0,0.00864,0.00398,0,0.00039,0,0,0.00537,0.01419,0,0.01924,0.00543,0,0.00247,0,0.0043,0.03195,0.00606,0,0.00198,0,0,0,0,0.0099,0.00217,0,0,0,0.01232,0.02471,0,0,0,0,0.00039,0,0.00128,0.00055,0,0,0,0.00119,0.00171,0,0,0,0,0,0,0.0476,0,0,0,0.01682
Parvimonas_sp_KA00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08912,0
Peptoniphilus_duerdenii,0.00916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06683,0,0,0,0
Peptoniphilus_harei,0,0,0,0,0,0.00099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162,0,0,0,0,0.00545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptoniphilus_lacrimalis,0.00816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0.00472,0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0.10098,0,0,0,0
Peptoniphilus_sp_HMSC062D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564,0,0,0,0
Bacteroides_coagulans,0.08247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02856,0,0,0,0,0,0.00271,0,0,0,0,0,0.00088,0,0,0,0,0,0,0,0.03069,0,0,0,0
Cetobacterium_somerae,0,0,0,0,0,0,0,0,0.00554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_hwasookii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305,0,0,0,0,0,0
Fusobacterium_mortiferum,0,0,0,0,0,0,0,0,0.22341,0,0.09857,0,0,0,0,0,0,0,0,0,0,0.1606,0,0.69784,0,0,0,0,0,0,0.00933,0,0,0,0,0,0,0,0,0,0,0,0,0.31458,0,0,0.30638,0,0,0,0,0,0,0,0
Fusobacterium_naviforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01683,0,0,0,0
Fusobacterium_nucleatum,0.01156,0,0,0,0,0,0,0,0,0,0.01069,0,4.65836,0,0,0,0.00963,0,0,0,0,0,0,0,0,0,0,0,0,0.00958,0,0,0,0,0,0,0,0.00289,0,0,0,0,0,0,0,0,0,0,0.0006,0,0.0203,0,0,0,0
Fusobacterium_periodonticum,0,0,0,0,0,0,0,0,0.01394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454,0,0,0,0.0263,0,0,0,0
